Gender,Manager Level,Title,Age,Education Degree,Confident,Capable,Efficient,Intelligent,Friendly,Trustworthy,Warm,Sincere,Jealous,Envious,Admiring,Proud,Inspired,Angry,Disgusted,Hateful,Frustrated,Ashamed,Pity,Sympathy
Female,Level,President,44,Bachelor,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree
Female,Top,President,46,Master,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree
Male,Middle,C-Level,57,Master,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Neutral
Female,Middle,C-Level,45,PhD,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree
Female,Level,C-Level,41,Master,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree
Male,Level,Board Member,59,Master,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree
Female,Top,C-Level,52,Bachelor,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Neutral
Male,Middle,C-Level,44,Master,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree
Male,Middle,Assistant Manager,50,Master,Disagree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree
Female,Level,Organizational Manager,43,MBA,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree
Male,Level,President,38,Master,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree
Female,Top,Supervisor,43,Bachelor,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree
Female,Middle,Supervisor,51,Bachelor,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree
Female,Level,Vice-president,58,PhD,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree
Female,Middle,Organizational Manager,54,PhD,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree
Male,Level,Board Member,46,Bachelor,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral
Female,Top,Assistant Manager,54,PhD,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree
Male,Top,C-Level,50,PhD,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree
Female,Level,President,46,Master,Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Female,Top,Vice-president,40,PhD,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Disagree
Male,Top,Assistant Manager,48,MBA,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree
Male,Middle,Board Member,45,Bachelor,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
Male,Middle,C-Level,38,MBA,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral
Male,Middle,Board Member,42,Master,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
Male,Level,President,43,Bachelor,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Agree
Male,Middle,Vice-president,49,MBA,Strongly Disagree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
Male,Middle,C-Level,51,Master,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree
Female,Top,President,38,Bachelor,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree
Male,Middle,Supervisor,53,MBA,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree
Female,Level,Vice-president,59,MBA,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree
Female,Top,Organizational Manager,38,Master,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree
Male,Top,Organizational Manager,59,Bachelor,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree
Male,Level,Board Member,48,MBA,Agree,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral
Male,Level,President,41,MBA,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree
Female,Level,Vice-president,40,Master,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree
Female,Level,Board Member,45,MBA,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly Disagree
Female,Top,Vice-president,39,Bachelor,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree
Male,Middle,President,50,Bachelor,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Female,Top,Board Member,40,Bachelor,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree
Male,Middle,Supervisor,41,Master,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral
Male,Middle,C-Level,43,Bachelor,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree
Female,Middle,President,40,PhD,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree
Male,Level,President,48,Bachelor,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree
Female,Middle,C-Level,56,MBA,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree
Female,Middle,C-Level,47,Bachelor,Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
Female,Level,C-Level,55,MBA,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree
Male,Middle,Vice-president,38,Master,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree
Female,Middle,Vice-president,52,Bachelor,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree
Male,Level,Organizational Manager,41,Master,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Agree
Male,Level,Assistant Manager,58,Master,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral
Female,Level,Organizational Manager,44,MBA,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Disagree
Male,Top,Organizational Manager,58,MBA,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree
Female,Top,Vice-president,49,MBA,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree
Female,Top,Organizational Manager,38,MBA,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree
Male,Middle,Assistant Manager,45,Bachelor,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree
Female,Middle,Board Member,43,MBA,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree
Male,Top,Supervisor,42,Master,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree
Female,Level,C-Level,44,Bachelor,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral
Male,Top,Board Member,44,PhD,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree
Male,Top,Organizational Manager,47,MBA,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral
Female,Middle,Board Member,47,Master,Strongly Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
Female,Level,Assistant Manager,58,Master,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree
Female,Middle,Organizational Manager,43,Master,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree
Male,Level,Vice-president,43,PhD,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Disagree
Female,Top,C-Level,38,MBA,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral
Male,Top,Organizational Manager,49,MBA,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral
Female,Top,President,39,PhD,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
Female,Level,C-Level,44,MBA,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree
Female,Top,Board Member,39,Bachelor,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree
Male,Middle,Supervisor,56,Bachelor,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree
Female,Top,Board Member,59,Bachelor,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree
Male,Middle,Organizational Manager,53,PhD,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral
Female,Middle,President,38,Master,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Male,Level,Vice-president,58,MBA,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree
Male,Level,Assistant Manager,41,Master,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree
Female,Top,President,50,PhD,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral
Male,Top,C-Level,47,PhD,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree
